ambito,poblacion,n_puntos,poblacion_sin_ruta,t_medio_min,t_mediano_min,t_p90_min,km_medio_red,gini_tiempo,pob_hasta_30min,share_hasta_30min,share_banda_0_30min,pob_hasta_60min,share_hasta_60min,share_banda_30_60min,pob_hasta_120min,share_hasta_120min,share_banda_60_120min,share_mas_120min,pob_mas_120min
PERÚ,27776818.0,5000,369899.27777777775,27.940235633512327,3.8150148074211163,78.37752327497367,20.244528389641587,0.7646255085103458,20923355.96746032,0.7532668417044861,0.7532668417044861,23574834.984126985,0.8487233845189533,0.09545654281446725,26052751.77222222,0.9379314712081931,0.08920808668923974,0.06206852879180691,1724066.2277777805
