profile,n_origenes,mediana_min_auto,mediana_min_foot,ratio_mediano,ratio_p90,n_cambia_establecimiento_mas_cercano,share_cambia,mediana_min_bike
foot,1200,21.980833053588867,169.11166381835938,6.914522171020508,13.955381393432617,581,0.4841666666666667,
bike,1200,21.980833053588867,,3.3259129524230957,8.020484924316406,479,0.39916666666666667,96.62249755859375
